reaction,FC,p,q,enrichment,changed
HMR_2281,0.510603238903312,2.3252258311106352e-130,4.07226810943551e-130,0,0
HMR_2282,0.4840388318586558,3.623402135617007e-82,5.579354705450749e-82,0,0
HMR_2284,0.3944963291528339,4.64927301850743e-55,6.602141274569978e-55,0,0
HMR_2287,-0.24317550719939218,1.2696120775805016e-24,1.5686273746825689e-24,0,0
HMR_2288,0.5099925382144065,5.997303182676252e-61,8.72821802478776e-61,0,0
HMR_2289,-0.136115081943674,4.2475154084352807e-10,4.82470391341429e-10,0,0
HMR_2292,-0.26085748555465604,1.5008470151493183e-142,2.679916188240019e-142,0,0
HMR_2293,-0.1254574298349541,2.928166742788413e-18,3.5058113887949415e-18,0,0
HMR_2295,-0.18242689263766834,4.148242783943996e-30,5.2943456560180084e-30,0,0
HMR_2296,0.8218641349882854,0.0,0.0,1,1
HMR_2332,-0.11047598794974256,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_2334,-0.11047598794945589,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_2336,-0.11047598794945493,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_2338,-0.11047598794945565,6.669830320596686e-07,7.282561144307003e-07,0,0
HMR_2342,-0.009373011436350205,0.08689937254547132,0.08884604307740392,0,0
HMR_2343,-0.009373011436356507,0.08689937254547132,0.08884604307740392,0,0
HMR_2344,-0.009373011436356753,0.08689937254547132,0.08884604307740392,0,0
HMR_2345,-0.009373011436356025,0.08689937254547132,0.08884604307740392,0,0
HMR_2347,0.46663087764792077,8.599856429911389e-243,1.7305883926858722e-242,0,0
HMR_2348,0.46663087764788547,8.599856429911389e-243,1.7305883926858722e-242,0,0
HMR_2349,0.4666308776478859,8.599856429911389e-243,1.7305883926858722e-242,0,0
HMR_2350,0.4666308776478852,8.599856429911389e-243,1.7305883926858722e-242,0,0
HMR_2353,0.4671443812912304,3.1175017620540427e-196,6.018730136216012e-196,0,0
HMR_2354,0.4671443812911814,3.1175017620540427e-196,6.018730136216012e-196,0,0
HMR_2355,0.46714438129120106,3.1175017620540427e-196,6.018730136216012e-196,0,0
HMR_2356,0.4671443812911991,3.1175017620540427e-196,6.018730136216012e-196,0,0
HMR_2359,-0.5446333669783749,6.118729944660977e-288,1.314777941027905e-287,0,0
HMR_2361,0.2563984367347731,9.185171040635447e-122,1.578355445386302e-121,0,0
HMR_2362,0.2563984367347568,9.185171040635447e-122,1.578355445386302e-121,0,0
HMR_2363,0.25639843673475604,9.185171040635447e-122,1.578355445386302e-121,0,0
HMR_2364,0.2563984367347541,9.185171040635447e-122,1.578355445386302e-121,0,0
HMR_2365,0.15659232173784382,7.847683261668956e-40,1.0528167667918025e-39,0,0
HMR_2368,0.206873862580187,3.5000098011524194e-41,4.731648321226198e-41,0,0
HMR_2374,-0.030192346914711614,8.797089063129894e-08,9.730953583161618e-08,0,0
HMR_2376,-0.030192346914710136,8.797089063129894e-08,9.730953583161618e-08,0,0
HMR_2380,-0.2076681753223967,2.5116988010361783e-63,3.7050398603520097e-63,0,0
HMR_2391,0.3685122209963035,1.364821011392552e-283,2.910767801867106e-283,0,0
HMR_2393,1.0,0.0,0.0,1,1
HMR_2395,-0.050541394613877584,0.04839715079181246,0.05008721002581227,0,0
HMR_2433,0.6507273879181575,5.318760661816324e-227,1.0563456771335816e-226,0,0
HMR_2434,0.6507273879181575,5.318760661816324e-227,1.0563456771335816e-226,0,0
HMR_2435,0.6507273879181561,5.318760661816324e-227,1.0563456771335816e-226,0,0
HMR_2436,0.650727387918156,5.318760661816324e-227,1.0563456771335816e-226,0,0
HMR_2472,0.6204567241584984,7.51619926357375e-271,1.580826425758092e-270,0,0
HMR_2484,0.07659713905618636,2.980114180184982e-14,3.5127172309825047e-14,0,0
HMR_2495,0.052048870904102575,7.709567304002036e-09,8.615686869604625e-09,0,0
HMR_2530,0.3737918378684467,2.75500835346449e-127,4.7991824905389056e-127,0,0
HMR_2533,0.3737918378684358,2.75500835346449e-127,4.7991824905389056e-127,0,0
HMR_2535,0.373791837868434,2.75500835346449e-127,4.7991824905389056e-127,0,0
HMR_2537,0.37379183786843745,2.75500835346449e-127,4.7991824905389056e-127,0,0
HMR_2540,0.1745536062758501,2.762261538882274e-61,4.035519098418278e-61,0,0
HMR_2541,0.17455360627584962,2.762261538882274e-61,4.035519098418278e-61,0,0
HMR_2542,0.17455360627584693,2.762261538882274e-61,4.035519098418278e-61,0,0
HMR_2543,0.17455360627584257,2.762261538882274e-61,4.035519098418278e-61,0,0
HMR_2569,-1.0,0.0,0.0,-1,1
HMR_2611,0.7362216183807146,5.81289377154064e-203,1.1298997944340494e-202,0,0
HMR_2633,-0.24317550719938902,1.2696120775805016e-24,1.5686273746825689e-24,0,0
HMR_2648,1.0,0.0,0.0,1,1
HMR_2649,-1.0,0.0,0.0,-1,1
HMR_2650,-1.0,0.0,0.0,-1,1
HMR_2651,1.0,0.0,0.0,1,1
HMR_2652,-1.0,0.0,0.0,-1,1
HMR_2653,-1.0,0.0,0.0,-1,1
HMR_2657,-0.2438743878318668,7.078751389365493e-131,1.2406843832973928e-130,0,0
HMR_2666,0.3551220004280464,2.0698386780497703e-47,2.8853829342147685e-47,0,0
HMR_2669,1.0,0.0,0.0,1,1
HMR_2670,-1.0,0.0,0.0,-1,1
HMR_2671,-1.0,0.0,0.0,-1,1
HMR_2687,1.0,0.0,0.0,1,1
HMR_2688,-1.0,0.0,0.0,-1,1
HMR_2689,-1.0,0.0,0.0,-1,1
HMR_2690,1.0,0.0,0.0,1,1
HMR_2691,1.0,0.0,0.0,1,1
HMR_2692,-1.0,0.0,0.0,-1,1
HMR_2693,1.0,0.0,0.0,1,1
HMR_2695,1.0,0.0,0.0,1,1
HMR_2697,-1.0,0.0,0.0,-1,1
HMR_2702,-1.0,0.0,0.0,-1,1
HMR_2708,1.0,0.0,0.0,1,1
HMR_2709,-1.0,0.0,0.0,-1,1
HMR_2710,-1.0,0.0,0.0,-1,1
HMR_2733,1.0,0.0,0.0,1,1
HMR_2734,1.0,0.0,0.0,1,1
HMR_2735,-1.0,0.0,0.0,-1,1
HMR_2736,1.0,0.0,0.0,1,1
HMR_2737,1.0,0.0,0.0,1,1
HMR_2738,-1.0,0.0,0.0,-1,1
HMR_2739,1.0,0.0,0.0,1,1
HMR_2740,1.0,0.0,0.0,1,1
HMR_2741,-1.0,0.0,0.0,-1,1
HMR_2771,1.0,0.0,0.0,1,1
HMR_2772,1.0,0.0,0.0,1,1
HMR_2773,-1.0,0.0,0.0,-1,1
HMR_2774,1.0,0.0,0.0,1,1
HMR_2775,1.0,0.0,0.0,1,1
HMR_2776,-1.0,0.0,0.0,-1,1
HMR_2821,-1.0,0.0,0.0,-1,1
HMR_2827,1.0,0.0,0.0,1,1
HMR_2851,-1.0,0.0,0.0,-1,1
HMR_2852,1.0,0.0,0.0,1,1
HMR_2861,1.0,0.0,0.0,1,1
HMR_2862,-1.0,0.0,0.0,-1,1
HMR_2865,1.0,0.0,0.0,1,1
HMR_2866,-1.0,0.0,0.0,-1,1
HMR_2884,-1.0,0.0,0.0,-1,1
HMR_2886,1.0,0.0,0.0,1,1
HMR_2942,1.0,0.0,0.0,1,1
HMR_2943,1.0,0.0,0.0,1,1
HMR_2944,1.0,0.0,0.0,1,1
HMR_2945,1.0,0.0,0.0,1,1
HMR_2946,1.0,0.0,0.0,1,1
HMR_2947,1.0,0.0,0.0,1,1
HMR_2948,1.0,0.0,0.0,1,1
HMR_2951,1.0,0.0,0.0,1,1
HMR_2954,1.0,0.0,0.0,1,1
HMR_2955,1.0,0.0,0.0,1,1
HMR_2956,1.0,0.0,0.0,1,1
HMR_2957,1.0,0.0,0.0,1,1
HMR_2961,1.0,0.0,0.0,1,1
HMR_2962,1.0,0.0,0.0,1,1
HMR_2963,1.0,0.0,0.0,1,1
HMR_2964,1.0,0.0,0.0,1,1
HMR_2965,1.0,0.0,0.0,1,1
HMR_2966,1.0,0.0,0.0,1,1
HMR_2967,1.0,0.0,0.0,1,1
HMR_2968,1.0,0.0,0.0,1,1
HMR_2969,1.0,0.0,0.0,1,1
HMR_2970,1.0,0.0,0.0,1,1
HMR_2971,1.0,0.0,0.0,1,1
HMR_2972,1.0,0.0,0.0,1,1
HMR_2973,1.0,0.0,0.0,1,1
HMR_2974,1.0,0.0,0.0,1,1
HMR_2975,1.0,0.0,0.0,1,1
HMR_2976,1.0,0.0,0.0,1,1
HMR_2977,1.0,0.0,0.0,1,1
HMR_2978,1.0,0.0,0.0,1,1
HMR_2979,1.0,0.0,0.0,1,1
HMR_2980,1.0,0.0,0.0,1,1
HMR_2982,1.0,0.0,0.0,1,1
HMR_2983,1.0,0.0,0.0,1,1
HMR_2985,1.0,0.0,0.0,1,1
HMR_2986,1.0,0.0,0.0,1,1
HMR_2988,1.0,0.0,0.0,1,1
HMR_2989,1.0,0.0,0.0,1,1
HMR_2990,1.0,0.0,0.0,1,1
HMR_2998,1.0,0.0,0.0,1,1
HMR_2999,1.0,0.0,0.0,1,1
HMR_3001,1.0,0.0,0.0,1,1
HMR_3002,1.0,0.0,0.0,1,1
HMR_3003,1.0,0.0,0.0,1,1
HMR_3106,1.2826165381094838,0.0,0.0,1,1
HMR_3321,-0.215513424422669,1.0977266965700495e-271,2.3108969756207128e-271,0,0
HMR_3322,-0.2719572854087091,2.601190983860239e-51,3.6641468056599165e-51,0,0
HMR_3396,1.0,0.0,0.0,1,1
HMR_3397,1.0,0.0,0.0,1,1
HMR_3408,1.0,0.0,0.0,1,1
HMR_3411,1.0,0.0,0.0,1,1
HMR_3413,1.0,0.0,0.0,1,1
HMR_3414,1.0,0.0,0.0,1,1
HMR_3416,1.0,0.0,0.0,1,1
HMR_3422,1.0,0.0,0.0,1,1
HMR_3424,1.0,0.0,0.0,1,1
HMR_3425,1.0,0.0,0.0,1,1
HMR_3431,1.0,0.0,0.0,1,1
HMR_3432,1.0,0.0,0.0,1,1
HMR_3433,1.0,0.0,0.0,1,1
HMR_3446,0.45968999194065663,8.25723185131597e-67,1.2243666721704382e-66,0,0
HMR_3447,0.4596899919406566,8.25723185131597e-67,1.2243666721704382e-66,0,0
HMR_3449,0.45968999194065646,8.25723185131597e-67,1.2243666721704382e-66,0,0
HMR_3450,0.45968999194065735,8.25723185131597e-67,1.2243666721704382e-66,0,0
HMR_3451,0.45968999194066107,8.25723185131597e-67,1.2243666721704382e-66,0,0
HMR_3475,0.21885359160933793,1.5960079045723672e-272,3.366072124061129e-272,0,0
HMR_3625,1.0,0.0,0.0,1,1
HMR_3626,1.0,0.0,0.0,1,1
HMR_3627,1.0,0.0,0.0,1,1
HMR_3628,1.0,0.0,0.0,1,1
HMR_3629,1.0,0.0,0.0,1,1
HMR_3630,1.0,0.0,0.0,1,1
HMR_3631,1.0,0.0,0.0,1,1
HMR_3633,1.0,0.0,0.0,1,1
HMR_3635,1.0,0.0,0.0,1,1
HMR_3636,1.0,0.0,0.0,1,1
HMR_3637,1.0,0.0,0.0,1,1
HMR_3639,1.0,0.0,0.0,1,1
HMR_3640,1.0,0.0,0.0,1,1
HMR_3642,1.0,0.0,0.0,1,1
HMR_3644,1.0,0.0,0.0,1,1
HMR_3645,1.0,0.0,0.0,1,1
HMR_3646,1.0,0.0,0.0,1,1
HMR_3647,1.0,0.0,0.0,1,1
HMR_3648,1.0,0.0,0.0,1,1
HMR_3649,1.0,0.0,0.0,1,1
HMR_3650,1.0,0.0,0.0,1,1
HMR_3651,1.0,0.0,0.0,1,1
HMR_3652,1.0,0.0,0.0,1,1
HMR_3653,1.0,0.0,0.0,1,1
HMR_3654,1.0,0.0,0.0,1,1
HMR_3655,1.0,0.0,0.0,1,1
HMR_3656,1.0,0.0,0.0,1,1
HMR_3657,1.0,0.0,0.0,1,1
HMR_3658,1.0,0.0,0.0,1,1
HMR_3659,1.0,0.0,0.0,1,1
HMR_3660,1.0,0.0,0.0,1,1
HMR_3662,1.0,0.0,0.0,1,1
HMR_3663,1.0,0.0,0.0,1,1
HMR_3664,1.0,0.0,0.0,1,1
HMR_3665,1.0,0.0,0.0,1,1
HMR_3666,1.0,0.0,0.0,1,1
HMR_3667,1.0,0.0,0.0,1,1
HMR_3668,1.0,0.0,0.0,1,1
HMR_3669,1.0,0.0,0.0,1,1
HMR_3670,1.0,0.0,0.0,1,1
HMR_3675,1.0,0.0,0.0,1,1
HMR_3677,1.0,0.0,0.0,1,1
HMR_3678,1.0,0.0,0.0,1,1
HMR_3679,1.0,0.0,0.0,1,1
HMR_3680,1.0,0.0,0.0,1,1
HMR_3681,1.0,0.0,0.0,1,1
HMR_3682,1.0,0.0,0.0,1,1
HMR_3684,1.0,0.0,0.0,1,1
HMR_3685,1.0,0.0,0.0,1,1
HMR_3686,1.0,0.0,0.0,1,1
HMR_3687,1.0,0.0,0.0,1,1
HMR_3688,1.0,0.0,0.0,1,1
HMR_3689,1.0,0.0,0.0,1,1
HMR_3690,1.0,0.0,0.0,1,1
HMR_3692,1.0,0.0,0.0,1,1
HMR_3694,1.0,0.0,0.0,1,1
HMR_3695,1.0,0.0,0.0,1,1
HMR_3696,1.0,0.0,0.0,1,1
HMR_3698,1.0,0.0,0.0,1,1
HMR_3699,1.0,0.0,0.0,1,1
HMR_3701,1.0,0.0,0.0,1,1
HMR_3703,1.0,0.0,0.0,1,1
HMR_3704,1.0,0.0,0.0,1,1
HMR_3705,1.0,0.0,0.0,1,1
HMR_3706,1.0,0.0,0.0,1,1
HMR_3707,1.0,0.0,0.0,1,1
HMR_3708,1.0,0.0,0.0,1,1
HMR_3709,1.0,0.0,0.0,1,1
HMR_3710,1.0,0.0,0.0,1,1
HMR_3711,1.0,0.0,0.0,1,1
HMR_3712,1.0,0.0,0.0,1,1
HMR_3713,1.0,0.0,0.0,1,1
HMR_3714,1.0,0.0,0.0,1,1
HMR_3715,1.0,0.0,0.0,1,1
HMR_3716,1.0,0.0,0.0,1,1
HMR_3717,1.0,0.0,0.0,1,1
HMR_3718,1.0,0.0,0.0,1,1
HMR_3719,1.0,0.0,0.0,1,1
HMR_3721,1.0,0.0,0.0,1,1
HMR_3722,1.0,0.0,0.0,1,1
HMR_3723,1.0,0.0,0.0,1,1
HMR_3724,1.0,0.0,0.0,1,1
HMR_3725,1.0,0.0,0.0,1,1
HMR_3726,1.0,0.0,0.0,1,1
HMR_3727,1.0,0.0,0.0,1,1
HMR_3728,1.0,0.0,0.0,1,1
HMR_3729,1.0,0.0,0.0,1,1
HMR_3734,1.0,0.0,0.0,1,1
HMR_3736,1.0,0.0,0.0,1,1
HMR_3737,1.0,0.0,0.0,1,1
HMR_3738,1.0,0.0,0.0,1,1
HMR_3739,1.0,0.0,0.0,1,1
HMR_3740,1.0,0.0,0.0,1,1
HMR_3741,1.0,0.0,0.0,1,1
HMR_3855,-1.0,0.0,0.0,-1,1
HMR_3996,-0.18797408588071146,0.0,0.0,0,0
HMR_4266,1.0,0.0,0.0,1,1
HMR_4771,-0.3710616339804761,2.7492040497230273e-145,4.959433708670315e-145,0,0
HMR_4772,0.3710616339804799,2.7492040497230273e-145,4.959433708670315e-145,0,0
HMR_4782,0.11573094115056207,9.710257857878779e-29,1.2358510000936626e-28,0,0
HMR_4783,-0.2755826175135331,2.2050501705623116e-140,3.931191007205621e-140,0,0
HMR_6362,-1.0,0.0,0.0,-1,1
HMR_6397,0.0,1.0,1.0,0,0
HMR_6550,0.3920210674870174,9.005752037838126e-104,1.4452268741453308e-103,0,0
HMR_6558,0.20897047362548765,9.503852238345747e-32,1.2177310953343622e-31,0,0
HMR_6580,-0.5567954088660191,1.3758331243978358e-105,2.211021964701311e-105,0,0
HMR_6583,0.8693573018208879,0.0,0.0,1,1
HMR_6584,-0.5567954088660084,1.3758331243978358e-105,2.211021964701311e-105,0,0
HMR_6595,-0.1558651631876957,3.548788128342609e-36,4.651541935024603e-36,0,0
HMR_6611,0.011824266193534239,1.5679195140192733e-26,1.9756997962407409e-26,0,0
HMR_8271,0.3491710814788024,1.837273440992013e-114,2.9798564266835634e-114,0,0
HMR_8374,0.5254445771062235,2.396619961945673e-168,4.453653707785037e-168,0,0
HMR_8567,0.44644228898107846,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8570,-0.4464422889810731,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8572,-0.4464422889810716,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8574,-0.446442288981069,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8576,-0.4464422889810689,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8578,-0.4464422889810689,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8580,-0.4464422889810705,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8582,-0.4464422889810727,1.1289850689115942e-25,1.4078382116154414e-25,0,0
HMR_8761,-0.38703717955681943,1.6022936229377296e-44,2.1816432264581735e-44,0,0
HMR_8762,-0.3870371795568193,1.6022936229377296e-44,2.1816432264581735e-44,0,0
HMR_9188,-0.2538111834624912,1.8582877929472538e-74,2.8139434263474675e-74,0,0
HMR_9191,-0.6676280024450801,0.0,0.0,0,0
HMR_9612,-0.4033878786782926,3.3346453604534994e-238,6.704546883308268e-238,0,0
HMR_9627,-0.3725968443600867,1.3529081395435592e-72,2.033818428483796e-72,0,0
HMR_9634,1.0,0.0,0.0,1,1
HMR_9640,-0.09101786336917836,2.0161492552371155e-107,3.244606911460576e-107,0,0
HMR_9680,0.28529774883491577,0.0,0.0,0,0
HMR_9720,-0.017471509905911613,0.5005673707894058,0.5083643703344121,0,0
HMR_9726,-1.0,0.0,0.0,-1,1
HMR_9804,-1.0,0.0,0.0,-1,1
HPDCAt,0.3003244360632442,2.6573756410355674e-90,4.156361352188598e-90,0,0
HPROb,-0.04375987501563355,5.1075882678968885e-56,7.298382233776268e-56,0,0
HPROx,-0.05030707108765435,1.1400715982144689e-69,1.7015326272893513e-69,0,0
HPROxm,-0.013253295188524219,2.32104283415554e-64,3.437131568814369e-64,0,0
HPROym,0.07874642516387796,3.1175017620540427e-196,6.018730136216012e-196,0,0
HPYRR2x_1,0.24996619199554138,4.9260933239281345e-304,1.0777895460406524e-303,0,0
HSD17B1,0.30045327424213936,3.0940781182944927e-138,5.473400206161266e-138,0,0
HSD3A1r,1.0,0.0,0.0,1,1
HSD3A2r,-0.650891651026148,1.457602784730744e-243,2.94358367677483e-243,0,0
HXCOAte,-1.0,0.0,0.0,-1,1
HXCOAtx,-1.0,0.0,0.0,-1,1
HYOCHOLabc,-0.44856536551206755,5.766493709529924e-73,8.703134024568312e-73,0,0
HYOCHOLt2,-0.7403429985556355,0.0,0.0,0,0
HYXNt,-1.0,0.0,0.0,-1,1
Ht,0.3576397567733466,0.0,0.0,0,0
Htg,-0.4213087739885794,4.5084989476454025e-207,8.823666036472391e-207,0,0
Htr,-2.209455605096534,0.0,0.0,-1,1
Htx,0.04116471299012599,2.6027134195177023e-57,3.7472504879112915e-57,0,0
ICDCHOLabc,-0.5359502891103239,5.819782449389142e-83,8.985618098447918e-83,0,0
ICDCHOLt2,-0.5359502891103246,5.819782449389142e-83,8.985618098447918e-83,0,0
ILELAT1tc,1.3824026962430012,0.0,0.0,1,1
ILEPHELAT2tc,0.3973053180522763,5.900775055305609e-44,8.02955794645641e-44,0,0
IMPtr,0.7272999405979252,0.0,0.0,0,0
INSK,-0.5859399340681686,0.0,0.0,0,0
INSTt2,-1.0,0.0,0.0,-1,1
INSTt4,1.0,0.0,0.0,1,1
INSt2,-0.928888279675482,1.1212474452080554e-233,2.2464325460621444e-233,-1,1
IPDDI,0.3314283233595692,1.269310553972161e-61,1.8591570501697504e-61,0,0
IPDDIx,-0.20453302601039083,1.8240952462376744e-32,2.3464404464004358e-32,0,0
IPDPtx,0.20453302601039403,1.8240952462376744e-32,2.3464404464004358e-32,0,0
ISOCHOLabc,-0.149351118010747,4.397213520931296e-20,5.317668921444207e-20,0,0
ISOCHOLt2,-0.1493511180107463,4.397213520931296e-20,5.317668921444207e-20,0,0
IZPN,-1.0,0.0,0.0,-1,1
KSII_CORE2tly,-0.07332611668758364,1.382902816518576e-11,1.582640033748942e-11,0,0
KSII_CORE4tly,0.09916131245532087,4.955881909979731e-13,5.793710306646386e-13,0,0
KSItly,0.34917108147884085,1.837273440992013e-114,2.9798564266835634e-114,0,0
LALDO,-1.0,0.0,0.0,-1,1
LALDO2,-1.0,0.0,0.0,-1,1
LANOSTt,0.0678109232871905,0.005306868855560685,0.005537391279556234,0,0
LANOSTtr,-0.08044281166069536,2.6860351639888324e-12,3.091039961786442e-12,0,0
LCA24GSc,-0.6705085839828456,0.0,0.0,0,0
LCA24Gte,0.4112562097844873,1.476364542563226e-97,2.34777971158835e-97,0,0
LCA3GSc,0.1406002329693447,9.23442040824848e-11,1.0515442800211093e-10,0,0
LCA3Gte,0.1406002329693449,9.23442040824848e-11,1.0515442800211093e-10,0,0
LCA3Sabc,0.1585252101847358,1.3591194647620518e-48,1.8981093137007358e-48,0,0
LCA3St,0.17146191948689402,2.0545862271954644e-21,2.5045757320833604e-21,0,0
LCARS,1.0,0.0,0.0,1,1
LDH_D,-1.0,0.0,0.0,-1,1
LDH_L,0.11563869572652184,1.4923000016572628e-152,2.713488927316234e-152,0,0
LDH_Lm,0.0,1.0,1.0,0,0
LEUKTRA4t,1.0,0.0,0.0,1,1
LEUKTRB4WOHt,1.0,0.0,0.0,1,1
LEUPHELAT2tc,-0.3131655080708872,6.283426277106529e-233,1.2566852554213057e-232,0,0
LEUt4,0.4557489826585731,0.0,0.0,0,0
LEUt5m,1.0,0.0,0.0,1,1
LGNCFATPtc,-0.2823314287739775,5.032549473768586e-16,5.965858648903851e-16,0,0
LGNCt,0.9910040401367808,0.0,0.0,1,1
LGTHL,-1.0,0.0,0.0,-1,1
LHCYSTIN,1.0,0.0,0.0,1,1
LHCYSTINt,-1.0,0.0,0.0,-1,1
LINKDEG2ly,0.1576018044051372,7.847683261668956e-40,1.0528167667918025e-39,0,0
LINKDEG3ly,0.2213730106453195,7.969763456935227e-47,1.0982488048747698e-46,0,0
LINKDEG4ly,0.2811756304665617,1.4009782290842566e-250,2.857044073968073e-250,0,0
LKYNRtr2,-1.0,0.0,0.0,-1,1
LKYNRtr3,1.0,0.0,0.0,1,1
LNELDCCPT1,-0.17944218047643876,2.9305357835646383e-122,5.066274740980686e-122,0,0
LNELDCCRNtr,0.17944218047645907,2.9305357835646383e-122,5.066274740980686e-122,0,0
LNELDCt,1.0,0.0,0.0,1,1
LNLCCPT1,-1.0,0.0,0.0,-1,1
LNLCCRNtd,-1.0,0.0,0.0,-1,1
LNLNCAt,-1.0,0.0,0.0,-1,1
LNLNCGCPT1,0.8932649972037664,0.0,0.0,1,1
LNLNCGCPT2,-0.5997665566126587,2.5141262540358835e-204,4.8994330586762474e-204,0,0
LNLNCGCRNt,-0.5997665566126553,2.5141262540358835e-204,4.8994330586762474e-204,0,0
LNLNCGt,-1.0,0.0,0.0,-1,1
LNS14DMr,0.10482816606333488,8.329499266785476e-31,1.0648693180282608e-30,0,0
LNSTLS,0.29162329494373707,0.0007213629171338913,0.0007582451298477844,0,0
LNSTLSr,0.05545122502494001,3.301172138175878e-09,3.6982203334891277e-09,0,0
LPASE,1.0,0.0,0.0,1,1
LPCHOLt,1.0,0.0,0.0,1,1
LSTNRATt,0.41389712123388384,0.0,0.0,0,0
LSTNtd,-0.41389712123387307,0.0,0.0,0,0
LSTO1r,1.0,0.0,0.0,1,1
LTA4H,1.0,0.0,0.0,1,1
LTHSTRLt,-1.5986673190940317,0.0,0.0,-1,1
LTHSTRLtr,1.432327885419225,0.0,0.0,1,1
LYSACm,0.21293592993144797,1.65134576941857e-113,2.665043172427989e-113,0,0
LYStm,0.21293592993144572,1.65134576941857e-113,2.665043172427989e-113,0,0
L_LACt2r,1.0,0.0,0.0,1,1
MAL_Ltx,-0.28529774883491793,0.0,0.0,0,0
MALt,0.2852977488349117,0.0,0.0,0,0
MANt4,-0.11510371799145018,3.1690847643253713e-32,4.0651216594662714e-32,0,0
MANtly,0.11510371799143823,3.1690847643253713e-32,4.0651216594662714e-32,0,0
MCLORi,0.0,1.0,1.0,0,0
MDHp,0.28529774883491904,0.0,0.0,0,0
MDRPD,-0.8149180159143192,0.0,0.0,0,0
METLEUex,0.5727650997602892,0.0,0.0,0,0
METt4,-0.08055924325742507,5.526786377018912e-81,8.475891473358306e-81,0,0
MEVK1,0.11954303783287204,3.289875262334598e-17,3.92036310634337e-17,0,0
MEV_Rt,-0.11954303783290576,3.289875262334598e-17,3.92036310634337e-17,0,0
MGSA,-0.12136913816916856,4.4050768771360105e-18,5.2685458247507204e-18,0,0
MGSA2,0.05315370767833833,1.3878173223697225e-09,1.5740552334233135e-09,0,0
MLTHFte,0.5838041500178355,0.0,0.0,0,0
MLTHFte1,-0.17725355870930645,1.0722063786469485e-16,1.273698571614959e-16,0,0
MLTHFte3,-1.0,0.0,0.0,-1,1
MLTHFtm,-1.0,0.0,0.0,-1,1
MMSAD3m,0.14150999151192623,1.5818384838992494e-101,2.5278399301527223e-101,0,0
MTAP,-0.8149180159143187,0.0,0.0,0,0
MTHFC,0.17369615054662718,3.3010129828276297e-161,6.1143763204648146e-161,0,0
MTHFD,0.43022975731552027,1e-323,2e-323,0,0
MTHFDm,0.0,1.0,1.0,0,0
MTHFR2,-1.033959869278174,0.0,0.0,-1,1
MTHFR3,1.0,0.0,0.0,1,1
MTHGXLt,1.0,0.0,0.0,1,1
MTRI,-0.8149180159143199,0.0,0.0,0,0
N2M2NMASNtly,0.45239739834590426,6.103857836584651e-115,1.029490286998239e-114,0,0
N3Tg,-1.0,0.0,0.0,-1,1
N8ASPMDte,-0.10311834264447828,1.1405545071561369e-35,1.4915446334271086e-35,0,0
NABTNO,1.0,0.0,0.0,1,1
NACASPt,1.0,0.0,0.0,1,1
NACASPtm,1.0,0.0,0.0,1,1
NACHEX10ly,0.3491710814788459,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX11ly,0.5996301735196523,2.7492040497230273e-145,4.959433708670315e-145,0,0
NACHEX12ly,0.34917108147881865,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX13ly,0.34917108147884834,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX14ly,0.3491710814788683,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX15ly,0.3491710814788803,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX16ly,0.3491710814788916,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX17ly,0.3491710814789089,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX18ly,0.7751816389931372,1.3055772070024545e-191,2.5078511669861962e-191,0,0
NACHEX19ly,0.3491710814789155,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX1ly,0.09299320459631323,6.990901300156074e-06,7.518019211572178e-06,0,0
NACHEX20ly,0.34917108147893505,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX21ly,0.3491710814789349,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX22ly,0.34917108147892884,1.837273440992013e-114,2.9798564266835634e-114,0,0
NACHEX23ly,-0.07332611668758228,1.382902816518576e-11,1.582640033748942e-11,0,0
NACHEX24ly,-0.01409520237070578,0.0014488954599620356,0.00151529763502904,0,0
NACHEX25ly,-0.01409520237070605,0.0014488954599620356,0.00151529763502904,0,0
NACHEX26ly,0.09916131245532529,4.955881909979731e-13,5.793710306646386e-13,0,0
NACHEX27ly,0.40710727599421725,1.5008470151493183e-142,2.679916188240019e-142,0,0
NACHEX2ly,0.15760180440514887,7.847683261668956e-40,1.0528167667918025e-39,0,0
